state,district,block,village,business_category,commodity_or_service,unit,date,year,month,season,festival_month_flag,fuel_price_index,mandi_footfall_index,historical_price_inr,historical_demand_volume,price_next_1m,price_next_3m,price_next_6m,demand_next_1m,demand_next_3m,price_volatility_3m,price_trend,pricing_recommendation
Jharkhand,Ranchi,Kanke,Kokdoro,Agri-input & Farm Supply,Hybrid Paddy/Wheat Seed & Fert,INR/50Kg Bag,2024-08-01,2024,8,Monsoon,1,93.57,110.9,1404.47,210.7,1387.13,1384.61,1459.21,186.7,174.8,19.37,Stable,Competitive Market Rate
Jharkhand,Ranchi,Kanke,Kokdoro,Agri-input & Farm Supply,Hybrid Paddy/Wheat Seed & Fert,INR/50Kg Bag,2024-09-01,2024,9,Monsoon,0,94.37,108.26,1387.13,186.7,1378.56,1401.57,1501.28,192.2,163.8,7.83,Stable,Competitive Market Rate
Jharkhand,Ranchi,Kanke,Kokdoro,Food Processing,Mustard Oil,INR/Litre,2024-01-01,2024,1,Winter,0,90.15,101.2,147.83,413.3,150.31,148.94,137.12,421.3,464.0,0.0,Stable,Competitive Market Rate
Jharkhand,Ranchi,Kanke,Kokdoro,Food Processing,Mustard Oil,INR/Litre,2024-02-01,2024,2,Winter,0,89.33,100.55,150.31,421.3,152.2,144.78,139.05,463.4,413.0,1.24,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Food Processing,Mustard Oil,INR/Litre,2024-03-01,2024,3,Summer,1,91.56,99.22,152.2,463.4,148.94,142.76,134.6,464.0,471.7,1.79,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Food Processing,Mustard Oil,INR/Litre,2024-04-01,2024,4,Summer,0,93.82,97.96,148.94,464.0,144.78,137.12,137.11,413.0,422.4,1.34,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Food Processing,Mustard Oil,INR/Litre,2024-05-01,2024,5,Summer,0,95.78,97.76,144.78,413.0,142.76,139.05,135.65,471.7,492.2,3.04,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Food Processing,Mustard Oil,INR/Litre,2024-06-01,2024,6,Monsoon,0,96.93,98.48,142.76,471.7,137.12,134.6,143.1,422.4,403.9,2.57,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Food Processing,Mustard Oil,INR/Litre,2024-07-01,2024,7,Monsoon,0,96.18,96.43,137.12,422.4,139.05,137.11,144.96,492.2,454.1,3.24,Stable,Competitive Market Rate
Jharkhand,Ranchi,Kanke,Kokdoro,Food Processing,Mustard Oil,INR/Litre,2024-08-01,2024,8,Monsoon,1,97.17,96.71,139.05,492.2,134.6,135.65,145.37,403.9,480.5,2.34,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Food Processing,Mustard Oil,INR/Litre,2024-09-01,2024,9,Monsoon,0,97.16,97.58,134.6,403.9,137.11,143.1,151.66,454.1,422.9,1.82,Upward,Competitive Market Rate
Jharkhand,Ranchi,Kanke,Kokdoro,Retail / Kirana,Grocery Essentials,INR/Order,2024-01-01,2024,1,Winter,0,91.1,98.12,483.22,333.8,479.13,483.19,451.25,293.0,307.2,0.0,Stable,Competitive Market Rate
Jharkhand,Ranchi,Kanke,Kokdoro,Retail / Kirana,Grocery Essentials,INR/Order,2024-02-01,2024,2,Winter,0,90.13,98.56,479.13,293.0,494.0,472.85,459.2,326.0,287.2,2.04,Stable,Competitive Market Rate
Jharkhand,Ranchi,Kanke,Kokdoro,Retail / Kirana,Grocery Essentials,INR/Order,2024-03-01,2024,3,Summer,1,91.92,96.52,494.0,326.0,483.19,468.24,455.4,307.2,305.2,6.27,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Retail / Kirana,Grocery Essentials,INR/Order,2024-04-01,2024,4,Summer,0,91.6,97.22,483.19,307.2,472.85,451.25,447.5,287.2,273.0,6.27,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Retail / Kirana,Grocery Essentials,INR/Order,2024-05-01,2024,5,Summer,0,91.57,97.17,472.85,287.2,468.24,459.2,452.61,305.2,391.0,8.63,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Retail / Kirana,Grocery Essentials,INR/Order,2024-06-01,2024,6,Monsoon,0,90.68,94.75,468.24,305.2,451.25,455.4,470.26,273.0,309.9,6.25,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Retail / Kirana,Grocery Essentials,INR/Order,2024-07-01,2024,7,Monsoon,0,87.77,96.49,451.25,273.0,459.2,447.5,475.68,391.0,326.5,9.29,Stable,Competitive Market Rate
Jharkhand,Ranchi,Kanke,Kokdoro,Retail / Kirana,Grocery Essentials,INR/Order,2024-08-01,2024,8,Monsoon,1,88.83,95.39,459.2,391.0,455.4,452.61,479.01,309.9,322.5,6.94,Stable,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Retail / Kirana,Grocery Essentials,INR/Order,2024-09-01,2024,9,Monsoon,0,89.71,94.18,455.4,309.9,447.5,470.26,493.98,326.5,332.3,3.25,Upward,Competitive Market Rate
Jharkhand,Ranchi,Kanke,Kokdoro,Tailoring & Garment Services,Stitching Job,INR/Job,2024-01-01,2024,1,Winter,0,90.1,99.71,296.86,457.9,299.3,297.32,285.44,400.6,461.9,0.0,Stable,Competitive Market Rate
Jharkhand,Ranchi,Kanke,Kokdoro,Tailoring & Garment Services,Stitching Job,INR/Job,2024-02-01,2024,2,Winter,0,91.16,97.88,299.3,400.6,302.76,299.04,280.6,478.4,396.4,1.22,Stable,Competitive Market Rate
Jharkhand,Ranchi,Kanke,Kokdoro,Tailoring & Garment Services,Stitching Job,INR/Job,2024-03-01,2024,3,Summer,1,89.99,98.06,302.76,478.4,297.32,285.59,272.84,461.9,427.7,2.42,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Tailoring & Garment Services,Stitching Job,INR/Job,2024-04-01,2024,4,Summer,0,89.98,99.53,297.32,461.9,299.04,285.44,273.7,396.4,427.4,2.25,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Tailoring & Garment Services,Stitching Job,INR/Job,2024-05-01,2024,5,Summer,0,91.23,100.52,299.04,396.4,285.59,280.6,282.91,427.7,491.4,2.27,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Tailoring & Garment Services,Stitching Job,INR/Job,2024-06-01,2024,6,Monsoon,0,91.84,101.77,285.59,427.7,285.44,272.84,280.68,427.4,446.4,5.98,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Tailoring & Garment Services,Stitching Job,INR/Job,2024-07-01,2024,7,Monsoon,0,93.41,101.13,285.44,427.4,280.6,273.7,289.17,491.4,422.3,6.38,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Tailoring & Garment Services,Stitching Job,INR/Job,2024-08-01,2024,8,Monsoon,1,92.73,100.73,280.6,491.4,272.84,282.91,294.92,446.4,411.4,2.32,Stable,Competitive Market Rate
Jharkhand,Ranchi,Kanke,Kokdoro,Tailoring & Garment Services,Stitching Job,INR/Job,2024-09-01,2024,9,Monsoon,0,90.53,101.45,272.84,446.4,273.7,280.68,300.71,422.3,431.0,5.19,Upward,Gradual Price Hike
Jharkhand,Ranchi,Kanke,Kokdoro,Repair & Maintenance,Service Job,INR/Service,2024-01-01,2024,1,Winter,0,89.71,101.78,224.12,298.1,227.48,227.98,217.93,283.0,290.2,0.0,Stable,Competitive Market Rate
Jharkhand,Ranchi,Kanke,Kokdoro,Repair & Maintenance,Service Job,INR/Service,2024-02-01,2024,2,Winter,0,89.27,101.08,227.48,283.0,231.26,228.16,219.8,322.8,312.6,1.68,Stable,Competitive Market Rate
Jharkhand,Ranchi,Kanke,Kokdoro,Repair & Maintenance,Service Job,INR/Service,2024-03-01,2024,3,Summer,1,88.8,101.39,231.26,322.8,227.98,222.8,214.23,290.2,283.6,2.92,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Repair & Maintenance,Service Job,INR/Service,2024-04-01,2024,4,Summer,0,87.7,101.81,227.98,290.2,228.16,217.93,213.19,312.6,276.5,1.68,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Repair & Maintenance,Service Job,INR/Service,2024-05-01,2024,5,Summer,0,89.63,101.42,228.16,312.6,222.8,219.8,221.89,283.6,318.5,1.5,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Repair & Maintenance,Service Job,INR/Service,2024-06-01,2024,6,Monsoon,0,89.25,102.3,222.8,283.6,217.93,214.23,219.1,276.5,301.9,2.49,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Repair & Maintenance,Service Job,INR/Service,2024-07-01,2024,7,Monsoon,0,90.71,101.59,217.93,276.5,219.8,213.19,231.37,318.5,299.9,4.18,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Repair & Maintenance,Service Job,INR/Service,2024-08-01,2024,8,Monsoon,1,92.53,102.9,219.8,318.5,214.23,221.89,229.92,301.9,277.8,2.01,Stable,Competitive Market Rate
Jharkhand,Ranchi,Kanke,Kokdoro,Repair & Maintenance,Service Job,INR/Service,2024-09-01,2024,9,Monsoon,0,93.73,100.88,214.23,301.9,213.19,219.1,239.9,299.9,272.4,2.32,Upward,Gradual Price Hike
Jharkhand,Ranchi,Kanke,Kokdoro,Digital / CSC / Online Services,Banking/Aadhaar,INR/Transaction,2024-01-01,2024,1,Winter,0,87.74,100.05,59.09,136.0,59.0,59.51,57.63,137.2,132.2,0.0,Stable,Competitive Market Rate
Jharkhand,Ranchi,Kanke,Kokdoro,Digital / CSC / Online Services,Banking/Aadhaar,INR/Transaction,2024-02-01,2024,2,Winter,0,87.38,100.58,59.0,137.2,61.5,58.43,57.87,153.6,117.0,0.04,Stable,Competitive Market Rate
Jharkhand,Ranchi,Kanke,Kokdoro,Digital / CSC / Online Services,Banking/Aadhaar,INR/Transaction,2024-03-01,2024,3,Summer,1,85.45,102.32,61.5,153.6,59.51,58.53,56.58,132.2,139.4,1.16,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Digital / CSC / Online Services,Banking/Aadhaar,INR/Transaction,2024-04-01,2024,4,Summer,0,86.39,102.72,59.51,132.2,58.43,57.63,56.95,117.0,132.5,1.08,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Digital / CSC / Online Services,Banking/Aadhaar,INR/Transaction,2024-05-01,2024,5,Summer,0,87.65,103.68,58.43,117.0,58.53,57.87,58.34,139.4,146.4,1.27,Stable,Competitive Market Rate
Jharkhand,Ranchi,Kanke,Kokdoro,Digital / CSC / Online Services,Banking/Aadhaar,INR/Transaction,2024-06-01,2024,6,Monsoon,0,86.61,104.66,58.53,139.4,57.63,56.58,60.07,132.5,136.7,0.49,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Digital / CSC / Online Services,Banking/Aadhaar,INR/Transaction,2024-07-01,2024,7,Monsoon,0,87.13,108.69,57.63,132.5,57.87,56.95,61.28,146.4,138.5,0.4,Stable,Competitive Market Rate
Jharkhand,Ranchi,Kanke,Kokdoro,Digital / CSC / Online Services,Banking/Aadhaar,INR/Transaction,2024-08-01,2024,8,Monsoon,1,88.21,105.98,57.87,146.4,56.58,58.34,62.12,136.7,134.4,0.38,Stable,Competitive Market Rate
Jharkhand,Ranchi,Kanke,Kokdoro,Digital / CSC / Online Services,Banking/Aadhaar,INR/Transaction,2024-09-01,2024,9,Monsoon,0,89.29,104.95,56.58,136.7,56.95,60.07,63.05,138.5,127.1,0.56,Upward,Competitive Market Rate
Jharkhand,Ranchi,Kanke,Kokdoro,Handicrafts / Artisan Products,Handcrafted Decor,INR/Piece,2024-01-01,2024,1,Winter,0,87.75,97.62,347.16,53.6,347.43,355.64,329.78,47.4,50.6,0.0,Upward,Gradual Price Hike
Jharkhand,Ranchi,Kanke,Kokdoro,Handicrafts / Artisan Products,Handcrafted Decor,INR/Piece,2024-02-01,2024,2,Winter,0,87.89,98.02,347.43,47.4,355.44,344.48,331.77,56.8,53.2,0.13,Stable,Competitive Market Rate
Jharkhand,Ranchi,Kanke,Kokdoro,Handicrafts / Artisan Products,Handcrafted Decor,INR/Piece,2024-03-01,2024,3,Summer,1,87.7,98.79,355.44,56.8,355.64,338.11,324.31,50.6,56.6,3.84,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Handicrafts / Artisan Products,Handcrafted Decor,INR/Piece,2024-04-01,2024,4,Summer,0,88.5,96.42,355.64,50.6,344.48,329.78,327.32,53.2,53.2,3.83,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Handicrafts / Artisan Products,Handcrafted Decor,INR/Piece,2024-05-01,2024,5,Summer,0,88.76,97.76,344.48,53.2,338.11,331.77,329.55,56.6,57.0,5.22,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Handicrafts / Artisan Products,Handcrafted Decor,INR/Piece,2024-06-01,2024,6,Monsoon,0,87.85,97.03,338.11,56.6,329.78,324.31,336.52,53.2,53.0,7.25,Downward,Promotional Discounting
Jharkhand,Ranchi,Kanke,Kokdoro,Handicrafts / Artisan Products,Handcrafted Decor,INR/Piece,2024-07-01,2024,7,Monsoon,0,87.47,97.25,329.78,53.2,331.77,327.32,349.13,57.0,51.1,6.02,Stable,Competitive Market Rate
Jharkhand,Ranchi,Kanke,Kokdoro,Handicrafts / Artisan Products,Handcrafted Decor,INR/Piece,2024-08-01,2024,8,Monsoon,1,86.52,99.67,331.77,57.0,324.31,329.55,353.32,53.0,52.5,3.55,Stable,Competitive Market Rate
Jharkhand,Ranchi,Kanke,Kokdoro,Handicrafts / Artisan Products,Handcrafted Decor,INR/Piece,2024-09-01,2024,9,Monsoon,0,87.81,101.02,324.31,53.0,327.32,336.52,364.52,51.1,54.3,3.15,Upward,Gradual Price Hike
Bihar,Patna,Paliganj,Ajda Sikariya,Dairy & Livestock,Raw Cow Milk,INR/Litre,2024-01-01,2024,1,Winter,0,87.82,101.82,44.11,73.3,45.16,44.93,42.09,77.5,76.2,0.0,Stable,Competitive Market Rate
Bihar,Patna,Paliganj,Ajda Sikariya,Dairy & Livestock,Raw Cow Milk,INR/Litre,2024-02-01,2024,2,Winter,0,86.99,101.59,45.16,77.5,46.33,44.49,44.31,77.1,76.1,0.52,Stable,Competitive Market Rate
Bihar,Patna,Paliganj,Ajda Sikariya,Dairy & Livestock,Raw Cow Milk,INR/Litre,2024-03-01,2024,3,Summer,1,84.78,100.52,46.33,77.1,44.93,43.59,41.33,76.2,71.5,0.91,Downward,Promotional Discounting
Bihar,Patna,Paliganj,Ajda Sikariya,Dairy & Livestock,Raw Cow Milk,INR/Litre,2024-04-01,2024,4,Summer,0,86.19,102.19,44.93,76.2,44.49,42.09,42.88,76.1,72.9,0.61,Downward,Promotional Discounting
Bihar,Patna,Paliganj,Ajda Sikariya,Dairy & Livestock,Raw Cow Milk,INR/Litre,2024-05-01,2024,5,Summer,0,88.09,100.41,44.49,76.1,43.59,44.31,43.45,71.5,83.2,0.79,Stable,Competitive Market Rate
Bihar,Patna,Paliganj,Ajda Sikariya,Dairy & Livestock,Raw Cow Milk,INR/Litre,2024-06-01,2024,6,Monsoon,0,89.03,97.97,43.59,71.5,42.09,41.33,45.01,72.9,78.6,0.56,Downward,Promotional Discounting
Bihar,Patna,Paliganj,Ajda Sikariya,Dairy & Livestock,Raw Cow Milk,INR/Litre,2024-07-01,2024,7,Monsoon,0,87.84,99.88,42.09,72.9,44.31,42.88,44.78,83.2,79.6,0.99,Stable,Competitive Market Rate
Bihar,Patna,Paliganj,Ajda Sikariya,Dairy & Livestock,Raw Cow Milk,INR/Litre,2024-08-01,2024,8,Monsoon,1,89.62,102.72,44.31,83.2,41.33,43.45,45.81,78.6,77.6,0.93,Stable,Competitive Market Rate
Bihar,Patna,Paliganj,Ajda Sikariya,Dairy & Livestock,Raw Cow Milk,INR/Litre,2024-09-01,2024,9,Monsoon,0,89.32,102.02,41.33,78.6,42.88,45.01,47.35,79.6,70.5,1.26,Upward,Competitive Market Rate
Bihar,Patna,Paliganj,Ajda Sikariya,Poultry & Egg Production,Broiler Live Bird,INR/Kg,2024-01-01,2024,1,Winter,0,92.49,100.15,116.96,303.2,118.25,118.94,109.46,332.4,301.6,0.0,Stable,Competitive Market Rate
Bihar,Patna,Paliganj,Ajda Sikariya,Poultry & Egg Production,Broiler Live Bird,INR/Kg,2024-02-01,2024,2,Winter,0,91.39,100.61,118.25,332.4,121.89,117.6,110.3,345.7,314.0,0.64,Stable,Competitive Market Rate
Bihar,Patna,Paliganj,Ajda Sikariya,Poultry & Egg Production,Broiler Live Bird,INR/Kg,2024-03-01,2024,3,Summer,1,88.35,100.02,121.89,345.7,118.94,113.63,110.55,301.6,319.5,2.09,Downward,Promotional Discounting
Bihar,Patna,Paliganj,Ajda Sikariya,Poultry & Egg Production,Broiler Live Bird,INR/Kg,2024-04-01,2024,4,Summer,0,88.01,100.43,118.94,301.6,117.6,109.46,109.7,314.0,299.5,1.58,Downward,Promotional Discounting
Bihar,Patna,Paliganj,Ajda Sikariya,Poultry & Egg Production,Broiler Live Bird,INR/Kg,2024-05-01,2024,5,Summer,0,89.33,99.91,117.6,314.0,113.63,110.3,108.38,319.5,365.1,1.79,Downward,Promotional Discounting
Bihar,Patna,Paliganj,Ajda Sikariya,Poultry & Egg Production,Broiler Live Bird,INR/Kg,2024-06-01,2024,6,Monsoon,0,91.68,100.84,113.63,319.5,109.46,110.55,111.64,299.5,350.6,2.25,Downward,Promotional Discounting
Bihar,Patna,Paliganj,Ajda Sikariya,Poultry & Egg Production,Broiler Live Bird,INR/Kg,2024-07-01,2024,7,Monsoon,0,90.2,100.29,109.46,299.5,110.3,109.7,114.44,365.1,324.6,3.33,Stable,Competitive Market Rate
Bihar,Patna,Paliganj,Ajda Sikariya,Poultry & Egg Production,Broiler Live Bird,INR/Kg,2024-08-01,2024,8,Monsoon,1,90.8,100.85,110.3,365.1,110.55,108.38,113.84,350.6,309.8,1.8,Stable,Competitive Market Rate
Bihar,Patna,Paliganj,Ajda Sikariya,Poultry & Egg Production,Broiler Live Bird,INR/Kg,2024-09-01,2024,9,Monsoon,0,90.24,100.81,110.55,350.6,109.7,111.64,117.59,324.6,305.0,0.47,Stable,Competitive Market Rate
Bihar,Patna,Paliganj,Ajda Sikariya,Fisheries / Aquaculture,Freshwater Rohu Fish,INR/Kg,2024-01-01,2024,1,Winter,0,90.84,100.91,172.13,61.9,179.2,176.19,171.52,68.3,75.1,0.0,Upward,Competitive Market Rate
Bihar,Patna,Paliganj,Ajda Sikariya,Fisheries / Aquaculture,Freshwater Rohu Fish,INR/Kg,2024-02-01,2024,2,Winter,0,92.26,100.22,179.2,68.3,181.34,175.42,172.22,78.4,69.2,3.53,Downward,Promotional Discounting
Bihar,Patna,Paliganj,Ajda Sikariya,Fisheries / Aquaculture,Freshwater Rohu Fish,INR/Kg,2024-03-01,2024,3,Summer,1,92.96,99.89,181.34,78.4,176.19,170.3,166.69,75.1,74.3,3.93,Downward,Promotional Discounting
Bihar,Patna,Paliganj,Ajda Sikariya,Fisheries / Aquaculture,Freshwater Rohu Fish,INR/Kg,2024-04-01,2024,4,Summer,0,93.5,102.07,176.19,75.1,175.42,171.52,165.73,69.2,71.3,2.11,Downward,Promotional Discounting
Bihar,Patna,Paliganj,Ajda Sikariya,Fisheries / Aquaculture,Freshwater Rohu Fish,INR/Kg,2024-05-01,2024,5,Summer,0,92.58,102.08,175.42,69.2,170.3,172.22,171.25,74.3,80.3,2.63,Stable,Competitive Market Rate
Bihar,Patna,Paliganj,Ajda Sikariya,Fisheries / Aquaculture,Freshwater Rohu Fish,INR/Kg,2024-06-01,2024,6,Monsoon,0,92.83,101.81,170.3,74.3,171.52,166.69,171.62,71.3,75.3,2.62,Downward,Promotional Discounting
Bihar,Patna,Paliganj,Ajda Sikariya,Fisheries / Aquaculture,Freshwater Rohu Fish,INR/Kg,2024-07-01,2024,7,Monsoon,0,91.85,101.93,171.52,71.3,172.22,165.73,176.02,80.3,68.9,2.19,Downward,Promotional Discounting
Bihar,Patna,Paliganj,Ajda Sikariya,Fisheries / Aquaculture,Freshwater Rohu Fish,INR/Kg,2024-08-01,2024,8,Monsoon,1,91.82,101.69,172.22,80.3,166.69,171.25,180.69,75.3,68.7,0.79,Stable,Competitive Market Rate
Bihar,Patna,Paliganj,Ajda Sikariya,Fisheries / Aquaculture,Freshwater Rohu Fish,INR/Kg,2024-09-01,2024,9,Monsoon,0,89.85,100.62,166.69,75.3,165.73,171.62,185.23,68.9,68.1,2.46,Upward,Gradual Price Hike
Bihar,Patna,Paliganj,Ajda Sikariya,Agri-input & Farm Supply,Hybrid Paddy/Wheat Seed & Fert,INR/50Kg Bag,2024-01-01,2024,1,Winter,0,90.0,99.79,1461.66,194.4,1500.57,1520.86,1440.63,200.3,198.4,0.0,Upward,Competitive Market Rate
Bihar,Patna,Paliganj,Ajda Sikariya,Agri-input & Farm Supply,Hybrid Paddy/Wheat Seed & Fert,INR/50Kg Bag,2024-02-01,2024,2,Winter,0,89.99,100.38,1500.57,200.3,1533.67,1441.83,1461.85,247.5,219.4,19.45,Downward,Promotional Discounting
Bihar,Patna,Paliganj,Ajda Sikariya,Agri-input & Farm Supply,Hybrid Paddy/Wheat Seed & Fert,INR/50Kg Bag,2024-03-01,2024,3,Summer,1,89.6,100.22,1533.67,247.5,1520.86,1487.29,1425.61,198.4,228.1,29.43,Downward,Promotional Discounting
Bihar,Patna,Paliganj,Ajda Sikariya,Agri-input & Farm Supply,Hybrid Paddy/Wheat Seed & Fert,INR/50Kg Bag,2024-04-01,2024,4,Summer,0,89.78,100.62,1520.86,198.4,1441.83,1440.63,1446.63,219.4,212.1,13.63,Downward,Promotional Discounting
Bihar,Patna,Paliganj,Ajda Sikariya,Agri-input & Farm Supply,Hybrid Paddy/Wheat Seed & Fert,INR/50Kg Bag,2024-05-01,2024,5,Summer,0,90.77,99.75,1441.83,219.4,1487.29,1461.85,1463.01,228.1,238.2,40.61,Stable,Competitive Market Rate
Bihar,Patna,Paliganj,Ajda Sikariya,Agri-input & Farm Supply,Hybrid Paddy/Wheat Seed & Fert,INR/50Kg Bag,2024-06-01,2024,6,Monsoon,0,89.73,96.09,1487.29,228.1,1440.63,1425.61,1490.68,212.1,223.9,32.38,Downward,Promotional Discounting
Bihar,Patna,Paliganj,Ajda Sikariya,Agri-input & Farm Supply,Hybrid Paddy/Wheat Seed & Fert,INR/50Kg Bag,2024-07-01,2024,7,Monsoon,0,88.94,95.89,1440.63,212.1,1461.85,1446.63,1514.73,238.2,247.1,21.72,Stable,Competitive Market Rate
Bihar,Patna,Paliganj,Ajda Sikariya,Agri-input & Farm Supply,Hybrid Paddy/Wheat Seed & Fert,INR/50Kg Bag,2024-08-01,2024,8,Monsoon,1,88.58,98.02,1461.85,238.2,1425.61,1463.01,1543.16,223.9,210.6,19.07,Stable,Competitive Market Rate
Bihar,Patna,Paliganj,Ajda Sikariya,Agri-input & Farm Supply,Hybrid Paddy/Wheat Seed & Fert,INR/50Kg Bag,2024-09-01,2024,9,Monsoon,0,86.96,99.41,1425.61,223.9,1446.63,1490.68,1580.24,247.1,195.2,14.87,Upward,Competitive Market Rate
Bihar,Patna,Paliganj,Ajda Sikariya,Food Processing,Mustard Oil,INR/Litre,2024-01-01,2024,1,Winter,0,88.95,100.32,151.98,153.0,155.84,153.87,148.47,149.4,149.6,0.0,Stable,Competitive Market Rate
Bihar,Patna,Paliganj,Ajda Sikariya,Food Processing,Mustard Oil,INR/Litre,2024-02-01,2024,2,Winter,0,87.25,101.9,155.84,149.4,155.19,152.14,149.71,173.7,141.0,1.93,Downward,Promotional Discounting
Bihar,Patna,Paliganj,Ajda Sikariya,Food Processing,Mustard Oil,INR/Litre,2024-03-01,2024,3,Summer,1,85.16,100.82,155.19,173.7,153.87,153.5,146.47,149.6,148.9,1.69,Stable,Competitive Market Rate
Bihar,Patna,Paliganj,Ajda Sikariya,Food Processing,Mustard Oil,INR/Litre,2024-04-01,2024,4,Summer,0,85.3,101.0,153.87,149.6,152.14,148.47,149.53,141.0,157.1,0.82,Downward,Promotional Discounting
Bihar,Patna,Paliganj,Ajda Sikariya,Food Processing,Mustard Oil,INR/Litre,2024-05-01,2024,5,Summer,0,83.47,103.32,152.14,141.0,153.5,149.71,149.56,148.9,191.9,1.25,Stable,Competitive Market Rate
Bihar,Patna,Paliganj,Ajda Sikariya,Food Processing,Mustard Oil,INR/Litre,2024-06-01,2024,6,Monsoon,0,82.11,102.97,153.5,148.9,148.47,146.47,155.98,157.1,157.0,0.74,Downward,Promotional Discounting
Bihar,Patna,Paliganj,Ajda Sikariya,Food Processing,Mustard Oil,INR/Litre,2024-07-01,2024,7,Monsoon,0,81.85,103.25,148.47,157.1,149.71,149.53,159.07,191.9,165.2,2.13,Stable,Competitive Market Rate
Bihar,Patna,Paliganj,Ajda Sikariya,Food Processing,Mustard Oil,INR/Litre,2024-08-01,2024,8,Monsoon,1,78.68,104.73,149.71,191.9,146.47,149.56,162.37,157.0,149.7,2.14,Stable,Promotional Discounting
Bihar,Patna,Paliganj,Ajda Sikariya,Food Processing,Mustard Oil,INR/Litre,2024-09-01,2024,9,Monsoon,0,79.62,103.61,146.47,157.0,149.53,155.98,164.54,165.2,156.5,1.34,Upward,Competitive Market Rate
Bihar,Patna,Paliganj,Ajda Sikariya,Retail / Kirana,Grocery Essentials,INR/Order,2024-01-01,2024,1,Winter,0,88.07,100.69,467.72,474.3,481.87,483.14,464.6,448.1,494.0,0.0,Upward,Gradual Price Hike
Bihar,Patna,Paliganj,Ajda Sikariya,Retail / Kirana,Grocery Essentials,INR/Order,2024-02-01,2024,2,Winter,0,88.29,103.73,481.87,448.1,493.69,470.7,456.3,599.3,478.3,7.07,Downward,Promotional Discounting
Bihar,Patna,Paliganj,Ajda Sikariya,Retail / Kirana,Grocery Essentials,INR/Order,2024-03-01,2024,3,Summer,1,90.72,101.68,493.69,599.3,483.14,465.85,452.33,494.0,487.7,10.62,Downward,Promotional Discounting
Bihar,Patna,Paliganj,Ajda Sikariya,Retail / Kirana,Grocery Essentials,INR/Order,2024-04-01,2024,4,Summer,0,90.73,101.97,483.14,494.0,470.7,464.6,460.22,478.3,510.0,5.3,Downward,Promotional Discounting
Bihar,Patna,Paliganj,Ajda Sikariya,Retail / Kirana,Grocery Essentials,INR/Order,2024-05-01,2024,5,Summer,0,90.5,100.98,470.7,478.3,465.85,456.3,456.25,487.7,580.1,9.4,Downward,Promotional Discounting
Bihar,Patna,Paliganj,Ajda Sikariya,Retail / Kirana,Grocery Essentials,INR/Order,2024-06-01,2024,6,Monsoon,0,90.07,101.62,465.85,487.7,464.6,452.33,468.6,510.0,529.6,7.28,Downward,Promotional Discounting
Bihar,Patna,Paliganj,Ajda Sikariya,Retail / Kirana,Grocery Essentials,INR/Order,2024-07-01,2024,7,Monsoon,0,89.86,101.64,464.6,510.0,456.3,460.22,483.96,580.1,472.8,2.63,Stable,Competitive Market Rate
Bihar,Patna,Paliganj,Ajda Sikariya,Retail / Kirana,Grocery Essentials,INR/Order,2024-08-01,2024,8,Monsoon,1,91.5,100.68,456.3,580.1,452.33,456.25,485.04,529.6,468.5,4.24,Stable,Competitive Market Rate
Bihar,Patna,Paliganj,Ajda Sikariya,Retail / Kirana,Grocery Essentials,INR/Order,2024-09-01,2024,9,Monsoon,0,88.85,101.41,452.33,529.6,460.22,468.6,494.8,472.8,506.0,5.11,Upward,Gradual Price Hike
